generic_name,company_name,therapeutic_category,dosage_form,status,availability,package_ndc,initial_posting_date,update_date,update_type,source_id
Morphine Sulfate Injection,"Hikma Pharmaceuticals USA, Inc.",Analgesia/Addiction,Injection,Current,Unavailable,0641-6125-25,11/03/2017,05/12/2026,Reverified,openfda_drug_shortages
Dexmedetomidine Hydrochloride Injection,Pfizer Inc.,Anesthesia,Injection,Current,Available,0409-7853-24,04/10/2020,05/08/2026,Reverified,openfda_drug_shortages
"Lisdexamfetamine Dimesylate Tablet, Chewable",Takeda Pharmaceuticals USA Inc.,Psychiatry,"Tablet, Chewable",Current,Available,59417-115-01,07/14/2023,05/08/2026,Reverified,openfda_drug_shortages
Palbociclib Capsule,Pfizer Inc.,Oncology,Capsule,To Be Discontinued,,0069-0187-21,04/22/2026,04/22/2026,New,openfda_drug_shortages
Carboplatin Injection,Teyro Labs,Oncology,Injection,Current,Available,60505-6282-1,04/28/2023,05/08/2026,Revised,openfda_drug_shortages
Celecoxib Capsule,"Teva Pharmaceuticals USA, Inc.",Analgesia/Addiction,Capsule,To Be Discontinued,,0591-3983-01,08/15/2025,08/15/2025,New,openfda_drug_shortages
"Methylphenidate Hydrochloride Tablet, Extended Release",SpecGx LLC,Psychiatry,Tablet,Current,Limited Availability,0406-0154-01,07/26/2023,05/08/2026,Revised,openfda_drug_shortages
Methotrexate Sodium Injection,"Teva Pharmaceuticals USA, Inc.",Rheumatology; Oncology,Injection,Current,Available,0703-3671-01,03/13/2023,05/18/2026,Revised,openfda_drug_shortages
Clindamycin Phosphate; Benzoyl Peroxide Gel,"Teva Pharmaceuticals USA, Inc.",Dermatology,Gel,To Be Discontinued,,0591-3916-68,08/01/2025,08/01/2025,New,openfda_drug_shortages
Lisdexamfetamine Dimesylate Capsule,Takeda Pharmaceuticals USA Inc.,Psychiatry,Capsule,Current,Available,59417-104-10,07/14/2023,05/08/2026,Reverified,openfda_drug_shortages
Anagrelide Hydrochloride Capsule,"Teva Pharmaceuticals USA, Inc.",Hematology,Capsule,To Be Discontinued,,0172-5241-60,11/19/2025,11/19/2025,New,openfda_drug_shortages
Carboplatin Injection,"Hospira, Inc., a Pfizer Company",Oncology,Injection,Current,Unavailable,61703-262-05,04/28/2023,05/08/2026,Revised,openfda_drug_shortages
Clindamycin Phosphate Injection,Pfizer Inc.,Anti-Infective,Injection,Current,Limited Availability,0009-0870-26,03/21/2023,05/08/2026,Revised,openfda_drug_shortages
Metoprolol Tartrate Tablet,Aurobindo Pharma USA,Cardiovascular,Tablet,To Be Discontinued,,65862-063-99,06/03/2025,06/03/2025,New,openfda_drug_shortages
"Methylphenidate Hydrochloride Tablet, Extended Release",SpecGx LLC,Psychiatry,Tablet,Current,Limited Availability,0406-0136-01,07/26/2023,05/08/2026,Revised,openfda_drug_shortages
Desonide Lotion,"Actavis Pharma, Inc.",Dermatology,Lotion,To Be Discontinued,,0472-0803-04,09/18/2025,09/18/2025,New,openfda_drug_shortages
Lisdexamfetamine Dimesylate Capsule,"Lannett Company, Inc.",Psychiatry,Capsule,Current,Available,0527-4662-37,07/14/2023,05/15/2026,Revised,openfda_drug_shortages
Aprepitant Oral Powder for Suspension,Merck Sharp & Dohme LLC,Gastroenterology,,To Be Discontinued,,0006-3066-03,04/08/2026,04/08/2026,New,openfda_drug_shortages
Amantadine Hydrochloride Tablet,"Upsher-Smith Laboratories, LLC",Antiviral; Neurology,Tablet,To Be Discontinued,,0832-0111-50,07/23/2025,07/23/2025,New,openfda_drug_shortages
Amino Acid Injection,B. Braun Medical Inc.,Gastroenterology,Injection,Current,Available,0264-1933-10,12/08/2020,05/08/2026,Revised,openfda_drug_shortages
Morphine Sulfate Injection,"Hikma Pharmaceuticals USA, Inc.",Analgesia/Addiction,Injection,Current,Unavailable,0641-6126-25,11/03/2017,05/12/2026,Reverified,openfda_drug_shortages
Metoprolol Tartrate Tablet,Aurobindo Pharma USA,Cardiovascular,Tablet,To Be Discontinued,,65862-063-59,06/03/2025,06/03/2025,New,openfda_drug_shortages
Dexamethasone Sodium Phosphate Injection,"Hikma Pharmaceuticals USA, Inc.",Dermatology; Endocrinology/Metabolism; Gastroenterology; Hematology; Neurology; Oncology; Ophthalmology; Other; Pulmonary/Allergy; Rheumatology,Injection,Current,Unavailable,0641-6145-25,02/08/2019,05/12/2026,Reverified,openfda_drug_shortages
Lisdexamfetamine Dimesylate Capsule,"Teva Pharmaceuticals USA, Inc.",Psychiatry,Capsule,Current,Available,0480-3564-01,07/14/2023,05/18/2026,Revised,openfda_drug_shortages
Ropivacaine Hydrochloride Injection,Eugia US LLC,Anesthesia,Injection,Current,Unavailable,55150-199-20,03/23/2018,05/05/2026,Revised,openfda_drug_shortages
Dexmedetomidine Hydrochloride Injection,"Fresenius Kabi USA, LLC",Anesthesia,Injection,Current,Unavailable,63323-671-50,04/10/2020,04/23/2026,Reverified,openfda_drug_shortages
Dextrose Monohydrate 10% Injection,B. Braun Medical Inc.,Endocrinology/Metabolism; Gastroenterology; Other; Pediatric,Injection,Current,Available,0264-7520-20,03/01/2022,05/19/2026,Reverified,openfda_drug_shortages
Ampicillin Sodium Injection,Sandoz Inc.,Anti-Infective,Injection,To Be Discontinued,,0781-9408-95,12/08/2025,12/08/2025,New,openfda_drug_shortages
"Potassium Chloride Tablet, Extended Release","Upsher-Smith Laboratories, LLC",Endocrinology/Metabolism; Gastroenterology,Tablet,To Be Discontinued,,0832-5323-11,07/23/2025,07/23/2025,New,openfda_drug_shortages
Amlodipine Besylate; Hydrochlorothiazide; Olmesartan Medoxomil Tablet,Torrent Pharma Inc.,Cardiovascular,Tablet,To Be Discontinued,,13668-385-30,06/13/2025,06/13/2025,New,openfda_drug_shortages
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Sunrise Pharmaceutical, Inc.",Psychiatry,Tablet,Current,Available,11534-192-01,10/12/2022,05/18/2026,Reverified,openfda_drug_shortages
Ropivacaine Hydrochloride Injection,"Somerset Therapeutics, LLC",Anesthesia,Injection,Current,Available,70069-064-10,03/23/2018,05/08/2026,Revised,openfda_drug_shortages
Clonazepam Tablet,Accord Healthcare Inc.,Neurology; Pediatric; Psychiatry,Tablet,Current,Available,16729-137-00,03/10/2023,05/18/2026,Reverified,openfda_drug_shortages
Cromolyn Sodium Concentrate,Micro Labs LTD,Pulmonary/Allergy,Concentrate,Current,Available,42571-132-52,11/03/2023,05/16/2026,Reverified,openfda_drug_shortages
Naltrexone Hydrochloride Tablet,"Elite Laboratories, Inc.",Analgesia/Addiction,Tablet,Resolved,,64850-300-30,02/29/2024,02/11/2026,Revised,openfda_drug_shortages
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Teva Pharmaceuticals USA, Inc.",Psychiatry,Tablet,Current,Available,57844-112-01,10/12/2022,05/18/2026,Revised,openfda_drug_shortages
Dextrose Monohydrate 10% Injection,Otsuka ICU Medical LLC,Endocrinology/Metabolism; Gastroenterology; Other; Pediatric,Injection,Current,Available,0990-7930-09,03/01/2022,05/15/2026,Revised,openfda_drug_shortages
Lorazepam Injection,"Hikma Pharmaceuticals USA, Inc.",Neurology,Injection,Current,Unavailable,0641-6046-10,09/05/2018,05/12/2026,Reverified,openfda_drug_shortages
Ropivacaine Hydrochloride Injection,"Somerset Therapeutics, LLC",Anesthesia,Injection,Current,Available,70069-064-25,03/23/2018,05/08/2026,Revised,openfda_drug_shortages
Clonazepam Tablet,Rubicon Research Private Limited,Neurology; Pediatric; Psychiatry,Tablet,Current,Available,72888-154-01,03/10/2023,01/05/2026,Reverified,openfda_drug_shortages
Desmopressin Acetate Spray,Ferring,Hematology,Spray,Current,Unavailable,55566-2500-0,03/12/2021,05/01/2026,Reverified,openfda_drug_shortages
Paricalcitol Capsule,AbbVie Inc.,Endocrinology/Metabolism,Capsule,To Be Discontinued,,0074-9037-30,10/07/2025,10/07/2025,New,openfda_drug_shortages
Paricalcitol Capsule,AbbVie Inc.,Endocrinology/Metabolism,Capsule,To Be Discontinued,,0074-9036-30,10/07/2025,10/07/2025,New,openfda_drug_shortages
Dextrose Monohydrate 5% Injection,Baxter Healthcare,Endocrinology/Metabolism; Gastroenterology; Other; Pediatric,Injection,Current,Available,0338-0017-10,02/14/2022,05/16/2026,Reverified,openfda_drug_shortages
Methamphetamine Hydrochloride Tablet,"Dr. Reddy's Laboratories, Inc.",Psychiatry,Tablet,Resolved,,68308-115-01,03/17/2023,01/27/2026,Revised,openfda_drug_shortages
Ropivacaine Hydrochloride Injection,"Caplin Steriles, Ltd.",Anesthesia,Injection,Current,Limited Availability,43066-015-10,12/22/2020,04/16/2026,Revised,openfda_drug_shortages
Dexamethasone Sodium Phosphate Injection,"Fresenius Kabi USA, LLC",Dermatology; Endocrinology/Metabolism; Gastroenterology; Hematology; Neurology; Oncology; Ophthalmology; Other; Pulmonary/Allergy; Rheumatology,Injection,Current,Available,63323-165-30,02/08/2019,05/08/2026,Revised,openfda_drug_shortages
Dexmedetomidine Hydrochloride Injection,Amneal Pharmaceuticals,Anesthesia,Injection,Current,Available,70121-1389-7,04/10/2020,02/09/2026,Revised,openfda_drug_shortages
Peritoneal Dialysis Solution,Fresenius Medical Care North America,Renal,Solution,To Be Discontinued,,46163-206-92,03/10/2026,03/10/2026,New,openfda_drug_shortages
Pentamidine Isethionate Injection,"XGen Pharmaceuticals DJB, Inc.",Anti-Infective,Injection,To Be Discontinued,,39822-3050-2,03/23/2026,03/23/2026,New,openfda_drug_shortages
Dopamine Hydrochloride Injection,"Hospira, Inc., a Pfizer Company",Cardiovascular,Injection,Current,Available,0409-7809-22,11/06/2017,05/08/2026,Reverified,openfda_drug_shortages
"Methylphenidate Hydrochloride Tablet, Extended Release","Lannett Company, Inc.",Psychiatry,Tablet,Current,Available,62175-311-37,07/26/2023,05/15/2026,Reverified,openfda_drug_shortages
Sodium Bicarbonate Injection,"Fresenius Kabi USA, LLC",Endocrinology/Metabolism; Gastroenterology; Pediatric,Injection,Current,Unavailable,63323-083-05,07/24/2017,04/23/2026,Revised,openfda_drug_shortages
Fentanyl Citrate Injection,"Hospira, Inc., a Pfizer Company",Analgesia/Addiction; Pediatric,Injection,Current,Available,0409-9094-28,01/01/2012,05/08/2026,Reverified,openfda_drug_shortages
Etomidate Injection,"Hikma Pharmaceuticals USA, Inc.",Anesthesia,Injection,Current,Unavailable,0143-9507-10,10/05/2022,05/12/2026,Reverified,openfda_drug_shortages
Rocuronium Bromide Injection,"Hikma Pharmaceuticals USA, Inc.",Anesthesia,Injection,Current,Available,0143-9250-10,02/15/2023,05/12/2026,Reverified,openfda_drug_shortages
"Rifapentine Tablet, Film Coated",Sanofi-Aventis U.S. LLC,Anti-Infective,Tablet,Current,Available,0088-2102-24,03/25/2020,04/29/2026,Reverified,openfda_drug_shortages
Fentanyl Citrate Injection,"Hikma Pharmaceuticals USA, Inc.",Analgesia/Addiction; Pediatric,Injection,Current,Unavailable,0641-6024-10,12/20/2023,05/12/2026,Reverified,openfda_drug_shortages
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Teva Pharmaceuticals USA, Inc.",Psychiatry,Tablet,Current,Available,57844-130-01,10/12/2022,05/18/2026,Revised,openfda_drug_shortages
Ropivacaine Hydrochloride Injection,Eugia US LLC,Anesthesia,Injection,Current,Unavailable,55150-200-10,03/23/2018,05/05/2026,Revised,openfda_drug_shortages
Dextrose Monohydrate 5% Injection,Baxter Healthcare,Endocrinology/Metabolism; Gastroenterology; Other; Pediatric,Injection,Current,Available,0338-0070-10,02/14/2022,05/16/2026,Revised,openfda_drug_shortages
Amlodipine Besylate; Hydrochlorothiazide; Olmesartan Medoxomil Tablet,Torrent Pharma Inc.,Cardiovascular,Tablet,To Be Discontinued,,13668-382-30,06/13/2025,06/13/2025,New,openfda_drug_shortages
Promethazine Hydrochloride Injection,"Hikma Pharmaceuticals USA, Inc.",Analgesia/Addiction; Gastroenterology; Pediatric; Pulmonary/Allergy,Injection,Current,Available,0641-1495-35,11/21/2023,05/12/2026,Reverified,openfda_drug_shortages
Ampicillin Sodium Injection,Sandoz Inc.,Anti-Infective,Injection,To Be Discontinued,,0781-9404-95,12/08/2025,12/08/2025,New,openfda_drug_shortages
Doxycycline Hyclate Tablet,"Teva Pharmaceuticals USA, Inc.",Anti-Infective,Tablet,To Be Discontinued,,0591-5553-50,06/13/2025,06/13/2025,New,openfda_drug_shortages
"Methylphenidate Hydrochloride Tablet, Extended Release",Janssen Pharmaceuticals,Psychiatry,Tablet,Current,Available,50458-585-01,07/26/2023,04/17/2026,Reverified,openfda_drug_shortages
Ropivacaine Hydrochloride Injection,"Fresenius Kabi USA, LLC",Anesthesia,Injection,Current,Available,65219-632-10,03/23/2018,04/23/2026,Reverified,openfda_drug_shortages
Doxycycline Hyclate Tablet,"Mylan Pharmaceuticals Inc., a Viatris Company",Anti-Infective,Tablet,To Be Discontinued,,0378-0167-02,01/12/2026,01/12/2026,New,openfda_drug_shortages
Diltiazem Hydrochloride Injection,"Hospira, Inc., a Pfizer Company",Cardiovascular,Injection,To Be Discontinued,,0409-4350-03,01/05/2026,01/05/2026,New,openfda_drug_shortages
Quinapril Hydrochloride Tablet,"Solco Healthcare US, LLC",Cardiovascular,Tablet,Current,Unavailable,43547-412-09,01/19/2023,04/29/2026,Reverified,openfda_drug_shortages
Promethazine Hydrochloride Injection,"Hikma Pharmaceuticals USA, Inc.",Analgesia/Addiction; Gastroenterology; Pediatric; Pulmonary/Allergy,Injection,Current,Available,0641-0929-25,11/21/2023,05/12/2026,Reverified,openfda_drug_shortages
"Epinephrine Bitartrate, Lidocaine Hydrochloride Injection","Hospira, Inc., a Pfizer Company",Anesthesia; Pediatric,Injection,Current,Limited Availability,0409-3181-01,02/22/2012,05/08/2026,Reverified,openfda_drug_shortages
Methylprednisolone Acetate Injection,Pfizer Inc.,Rheumatology,Injection,Current,Available,0009-0306-02,12/15/2021,05/08/2026,Reverified,openfda_drug_shortages
Sodium Bicarbonate Injection,"Amphastar Pharmaceuticals, Inc.",Endocrinology/Metabolism; Gastroenterology; Pediatric,Injection,Current,Limited Availability,76329-3352-1,03/01/2017,05/16/2026,Revised,openfda_drug_shortages
"Epinephrine Bitartrate, Lidocaine Hydrochloride Injection","Fresenius Kabi USA, LLC",Anesthesia; Pediatric,Injection,Current,Available,63323-488-37,10/14/2016,04/23/2026,Reverified,openfda_drug_shortages
Docetaxel Injection,Ingenus Pharmaceuticals LLC,Oncology,Injection,To Be Discontinued,,50742-431-08,02/20/2026,02/20/2026,New,openfda_drug_shortages
Riluzole Oral Suspension,"EDW Pharma, Inc. (formerly Italfarmaco Pharma, Inc.)",Neurology,Oral Suspension,Current,Unavailable,70726-0303-1,01/26/2024,05/15/2026,Reverified,openfda_drug_shortages
Quinapril Hydrochloride Tablet,"Solco Healthcare US, LLC",Cardiovascular,Tablet,Current,Unavailable,43547-411-09,01/19/2023,04/29/2026,Reverified,openfda_drug_shortages
Everolimus Tablet,"Teva Pharmaceuticals USA, Inc.",Transplant,Tablet,To Be Discontinued,,0093-7769-24,03/02/2026,03/02/2026,New,openfda_drug_shortages
Morphine Sulfate Injection,Piramal Critical Care Inc.,Analgesia/Addiction,Injection,Current,Available,66794-160-02,10/31/2017,05/07/2026,Revised,openfda_drug_shortages
Somatropin Injection,"Novo Nordisk, Inc.",Endocrinology/Metabolism,Injection,To Be Discontinued,,0169-7703-21,11/14/2025,11/14/2025,New,openfda_drug_shortages
Heparin Sodium Injection,B. Braun Medical Inc.,Hematology,Injection,Current,Available,0264-9872-10,11/14/2017,05/19/2026,Reverified,openfda_drug_shortages
Hydromorphone Hydrochloride Injection,"Hospira, Inc., a Pfizer Company",Analgesia/Addiction,Injection,Current,Unavailable,0409-1283-37,10/31/2017,05/08/2026,Reverified,openfda_drug_shortages
Adalimumab-afzb Injection,Pfizer Inc.,Rheumatology,Injection,To Be Discontinued,,0025-0325-01,10/09/2025,10/09/2025,New,openfda_drug_shortages
Sodium Acetate Injection,Milla Pharmaceuticals,Endocrinology/Metabolism; Gastroenterology; Pediatric; Total Parenteral Nutrition,Injection,Current,Limited Availability,71357-009-10,02/03/2016,05/15/2026,Reverified,openfda_drug_shortages
Insulin Aspart Injection,"Novo Nordisk, Inc.",Endocrinology/Metabolism,Injection,To Be Discontinued,,73070-103-15,07/21/2025,07/21/2025,New,openfda_drug_shortages
Promethazine Hydrochloride Injection,"Hikma Pharmaceuticals USA, Inc.",Analgesia/Addiction; Gastroenterology; Pediatric; Pulmonary/Allergy,Injection,Current,Unavailable,0641-6084-25,11/21/2023,05/12/2026,Reverified,openfda_drug_shortages
Sodium Acetate Injection,"Hospira, Inc., a Pfizer Company",Endocrinology/Metabolism; Gastroenterology; Pediatric; Total Parenteral Nutrition,Injection,Current,Available,0409-3299-26,02/03/2016,05/08/2026,Reverified,openfda_drug_shortages
Fentanyl Citrate Injection,"Fresenius Kabi USA, LLC",Analgesia/Addiction; Pediatric,Injection,Current,Unavailable,63323-806-05,01/01/2012,04/23/2026,Revised,openfda_drug_shortages
Everolimus Tablet,"Endo Pharmaceuticals, Inc.",Transplant,Tablet,To Be Discontinued,,49884-125-91,01/06/2026,01/06/2026,New,openfda_drug_shortages
Rocuronium Bromide Injection,"Fresenius Kabi USA, LLC",Anesthesia,Injection,Current,Available,65219-444-10,02/15/2023,04/23/2026,Reverified,openfda_drug_shortages
Adalimumab-adaz Injection,Sandoz Inc.,Rheumatology,Injection,To Be Discontinued,,61314-454-36,01/13/2026,01/13/2026,New,openfda_drug_shortages
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Elite Laboratories, Inc.",Psychiatry,Tablet,Current,Available,64850-506-01,08/15/2023,05/18/2026,Reverified,openfda_drug_shortages
Oxaliplatin Injection,Sandoz Inc.,Oncology,Injection,To Be Discontinued,,0781-3315-70,10/20/2025,10/20/2025,New,openfda_drug_shortages
Sodium Chloride 0.9% Injection,Fresenius Medical Care North America,Gastroenterology; Other; Renal,Injection,To Be Discontinued,,49230-300-10,06/10/2025,06/10/2025,New,openfda_drug_shortages
Furosemide Injection,Gland Pharma Limited,Cardiovascular,Injection,To Be Discontinued,,25021-311-04,04/28/2026,04/28/2026,New,openfda_drug_shortages
Furosemide Injection,"Hospira, Inc., a Pfizer Company",Cardiovascular,Injection,Current,Unavailable,0409-6102-27,04/07/2020,05/08/2026,Reverified,openfda_drug_shortages
Sodium Acetate Injection,"Fresenius Kabi USA, LLC",Total Parenteral Nutrition,Injection,Current,Available,63323-032-00,03/23/2016,04/23/2026,Reverified,openfda_drug_shortages
Rocuronium Bromide Injection,Baxter Healthcare,Anesthesia,Injection,Current,Available,43066-013-10,02/15/2023,05/16/2026,Reverified,openfda_drug_shortages
Furosemide Injection,"Hospira, Inc., a Pfizer Company",Cardiovascular,Injection,Current,Available,0409-6102-04,04/07/2020,05/08/2026,Reverified,openfda_drug_shortages
Pindolol Tablet,"Sun Pharmaceutical Industries, Inc.",Cardiovascular,Tablet,To Be Discontinued,,57664-656-88,01/30/2026,01/30/2026,New,openfda_drug_shortages
Atropine Sulfate Injection,"Hospira, Inc., a Pfizer Company",Anesthesia; Neurology; Pediatric,Injection,Current,Unavailable,0409-4911-34,01/01/2012,05/08/2026,Reverified,openfda_drug_shortages
"Glipizide Tablet, Extended Release",Pfizer Inc.,Endocrinology/Metabolism,Tablet,To Be Discontinued,,0049-0178-08,07/24/2025,07/24/2025,New,openfda_drug_shortages
Furosemide Injection,Baxter Healthcare,Cardiovascular,Injection,Current,Available,36000-282-25,04/07/2020,05/16/2026,Reverified,openfda_drug_shortages
Sodium Bicarbonate Injection,"Hospira, Inc., a Pfizer Company",Endocrinology/Metabolism; Gastroenterology; Pediatric,Injection,Current,Available,0409-6625-14,03/01/2017,05/08/2026,Reverified,openfda_drug_shortages
Rocuronium Bromide Injection,"Hospira, Inc., a Pfizer Company",Anesthesia,Injection,Current,Available,0409-5160-10,02/15/2023,05/08/2026,Revised,openfda_drug_shortages
Glyburide Tablet,"Teva Pharmaceuticals USA, Inc.",Endocrinology/Metabolism,Tablet,To Be Discontinued,,0093-8035-05,06/10/2025,06/10/2025,New,openfda_drug_shortages
Pravastatin Sodium Tablet,"Teva Pharmaceuticals USA, Inc.",Cardiovascular,Tablet,To Be Discontinued,,0093-7202-10,06/13/2025,06/13/2025,New,openfda_drug_shortages
