organization_name,claim_type,year,county,urban_rural,doi_region,cah_flag,amb_flag,hospital_pct_medicare,claims,urf_pct_medicare,payer_min,payer_median,payer_max,source_id
Yuma District Hospital,Inpatient/Outpatient Combined,2021,Yuma,Rural,East,1,0,1.1618,1921,2.1124,1.3028,2.2483,0.1336,civhc_rbp_fy26
AdventHealth Avista,Inpatient,2023,Boulder,Urban,Boulder,0,0,1.6505,809,1.7876,1.7876,1.9517,0.0005,civhc_rbp_fy26
AdventHealth Avista,Inpatient,2024,Boulder,Urban,Boulder,0,0,1.6374,656,1.7934,1.7934,1.9367,0.8409,civhc_rbp_fy26
AdventHealth Castle Rock,Inpatient,2024,Douglas,Urban,Denver,0,0,1.6796,628,1.9574,1.8439,1.9367,1.0715,civhc_rbp_fy26
AdventHealth Castle Rock,Outpatient,2021,Douglas,Urban,Denver,0,0,2.3485,12989,2.3417,2.2521,2.4991,0.0872,civhc_rbp_fy26
AdventHealth Castle Rock,Outpatient,2022,Douglas,Urban,Denver,0,0,2.3739,9301,2.3542,2.204,2.528,0.1419,civhc_rbp_fy26
AdventHealth Littleton,Outpatient,2023,Arapahoe,Urban,Denver,0,0,2.6745,11286,2.2485,2.4517,2.4647,0.1752,civhc_rbp_fy26
AdventHealth Littleton,Outpatient,2024,Arapahoe,Urban,Denver,0,0,3.1875,10961,2.4045,2.6401,2.524,1.4447,civhc_rbp_fy26
AdventHealth Porter,Inpatient/Outpatient Combined,2024,Denver,Urban,Denver,0,0,2.3506,11910,2.3072,1.8564,2.3717,0.3963,civhc_rbp_fy26
Ambulatory Surgery Center Lone Tree,Outpatient,2021,Arapahoe,Urban,Denver,0,1,1.0402,197,2.3417,2.5878,2.4991,0.001,civhc_rbp_fy26
Ambulatory Surgery Center Lone Tree,Outpatient,2023,Arapahoe,Urban,Denver,0,1,0.9559,205,2.2485,2.4517,2.4647,0.1156,civhc_rbp_fy26
Arete Surgical Center,Outpatient,2023,Weld,Urban,Greeley,0,1,1.0038,76,2.9683,2.9683,2.4647,0.0004,civhc_rbp_fy26
Arkansas Valley Regional Medical Center,Inpatient,2021,Otero,Rural,East,1,0,2.0158,62,1.3842,2.0158,1.5263,0.7723,civhc_rbp_fy26
Arkansas Valley Regional Medical Center,Inpatient/Outpatient Combined,2024,Otero,Rural,East,1,0,2.2224,2723,2.2207,2.2224,2.4831,0.4086,civhc_rbp_fy26
Ascent Surgery Center,Outpatient,2022,El Paso,Urban,Colorado Springs,0,1,1.2437,316,2.6399,2.6428,2.528,0.0031,civhc_rbp_fy26
Ascent Surgery Center,Outpatient,2024,El Paso,Urban,Colorado Springs,0,1,1.1063,396,2.5757,2.5887,2.524,0.2513,civhc_rbp_fy26
Aspen Valley Hospital District,Outpatient,2021,Pitkin,Rural,West,1,0,1.1348,11209,2.7793,1.1348,2.6902,0.1798,civhc_rbp_fy26
Aspen Valley Hospital District,Outpatient,2023,Pitkin,Rural,West,1,0,1.2602,10532,2.9891,1.2602,2.8358,0.0255,civhc_rbp_fy26
Aspen Valley Hospital District,Outpatient,2024,Pitkin,Rural,West,1,0,1.3346,9586,3.0338,1.3346,2.891,0.289,civhc_rbp_fy26
Banner Fort Collins Medical Center,Inpatient,2024,Larimer,Urban,Ft. Collins,0,0,1.0239,291,2.0148,2.0148,1.9367,0.0014,civhc_rbp_fy26
Banner Fort Collins Medical Center,Outpatient,2024,Larimer,Urban,Ft. Collins,0,0,3.0019,2918,2.7664,2.7664,2.524,0.2931,civhc_rbp_fy26
Banner McKee Medical Center,Inpatient,2021,Larimer,Urban,Ft. Collins,0,0,1.7009,268,2.4221,2.4221,1.9401,0.0008,civhc_rbp_fy26
Banner McKee Medical Center,Inpatient/Outpatient Combined,2021,Larimer,Urban,Ft. Collins,0,0,2.2489,5393,2.9294,2.9294,2.2969,0.5788,civhc_rbp_fy26
Banner North Colorado Medical Center,Inpatient,2024,Weld,Urban,Greeley,0,0,1.9529,392,1.9078,1.9078,1.9367,0.001,civhc_rbp_fy26
Canyon View Ambulatory Surgery Center,Outpatient,2022,Mesa,Urban,Grand Junction,0,1,1.007,206,3.2804,3.2804,2.528,0.0006,civhc_rbp_fy26
Centrum Surgery Center,Outpatient,2024,Arapahoe,Urban,Denver,0,1,1.9078,656,2.4045,2.6401,2.524,0.0012,civhc_rbp_fy26
Clear Creek Surgery Center,Outpatient,2021,Jefferson,Urban,Denver,0,1,1.4426,458,2.3417,2.5164,2.4991,0.0013,civhc_rbp_fy26
Colorado Urologic Surgery Center - St. Anthony Hospital Campus,Outpatient,2023,Jefferson,Urban,Denver,0,1,1.8705,261,2.2485,2.426,2.4647,0.3337,civhc_rbp_fy26
CommonSpirit - Penrose Hospital,Inpatient/Outpatient Combined,2023,El Paso,Urban,Colorado Springs,0,0,2.2698,15744,2.389,2.3967,2.3251,0.0654,civhc_rbp_fy26
CommonSpirit - Penrose Hospital,Inpatient/Outpatient Combined,2024,El Paso,Urban,Colorado Springs,0,0,2.3724,12685,2.4187,2.424,2.3717,0.6656,civhc_rbp_fy26
CommonSpirit Longmont United Hospital,Inpatient,2024,Boulder,Urban,Boulder,0,0,1.6578,113,1.7934,1.7934,1.9367,0.8155,civhc_rbp_fy26
CommonSpirit Longmont United Hospital,Outpatient,2023,Boulder,Urban,Boulder,0,0,2.5038,2635,2.2475,2.2475,2.4647,0.0158,civhc_rbp_fy26
CommonSpirit Longmont United Hospital,Outpatient,2024,Boulder,Urban,Boulder,0,0,2.4482,2508,2.2621,2.2621,2.524,0.3676,civhc_rbp_fy26
CommonSpirit Mercy Hospital,Inpatient,2024,La Plata,Rural,West,0,0,1.7078,331,1.5961,1.6736,1.5378,0.9127,civhc_rbp_fy26
CommonSpirit Mercy Hospital,Outpatient,2022,La Plata,Rural,West,0,0,3.548,14291,2.8235,3.2928,2.7132,0.1449,civhc_rbp_fy26
CommonSpirit St. Anthony Hospital,Inpatient,2024,Jefferson,Urban,Denver,0,0,2.4739,675,1.9574,2.4459,1.9367,1.8614,civhc_rbp_fy26
CommonSpirit St. Anthony Hospital,Inpatient/Outpatient Combined,2024,Jefferson,Urban,Denver,0,0,2.7526,9827,2.3072,2.8249,2.3717,0.9744,civhc_rbp_fy26
CommonSpirit St. Anthony North Hospital,Inpatient,2024,Broomfield,Urban,Denver,0,0,1.7565,579,1.9574,1.7565,1.9367,1.3698,civhc_rbp_fy26
CommonSpirit St. Anthony North Hospital,Inpatient/Outpatient Combined,2022,Broomfield,Urban,Denver,0,0,2.5728,10876,2.284,2.5728,2.3666,0.0339,civhc_rbp_fy26
CommonSpirit St. Anthony North Hospital,Outpatient,2021,Broomfield,Urban,Denver,0,0,3.5278,6724,2.3417,3.5278,2.4991,0.3113,civhc_rbp_fy26
CommonSpirit St. Anthony Summit Medical Center,Inpatient/Outpatient Combined,2024,Summit,Rural,West,0,0,3.4519,4958,2.5642,3.4519,2.4831,1.4301,civhc_rbp_fy26
CommonSpirit St. Francis Hospital - Interquest,Outpatient,2023,El Paso,Urban,Colorado Springs,0,0,6.7403,159,2.5173,2.5332,2.4647,0.0046,civhc_rbp_fy26
CommonSpirit St. Thomas More Hospital,Inpatient/Outpatient Combined,2021,Fremont,Rural,East,0,0,4.1351,1196,2.1124,4.7386,2.2483,0.0045,civhc_rbp_fy26
CommonSpirit St. Thomas More Hospital,Outpatient,2023,Fremont,Rural,East,1,0,5.2793,4614,2.3176,5.0737,2.8358,0.0204,civhc_rbp_fy26
Community Hospital,Inpatient,2021,Mesa,Urban,Grand Junction,0,0,3.1083,282,2.6603,2.6603,1.9401,0.0012,civhc_rbp_fy26
Community Hospital,Inpatient/Outpatient Combined,2023,Mesa,Urban,Grand Junction,0,0,3.7822,17455,3.5199,3.5199,2.3251,0.2496,civhc_rbp_fy26
Community Hospital,Inpatient/Outpatient Combined,2024,Mesa,Urban,Grand Junction,0,0,3.3377,16528,2.9432,2.9432,2.3717,0.792,civhc_rbp_fy26
Crown Point Surgery Center,Outpatient,2022,Douglas,Urban,Denver,0,1,1.8458,814,2.3542,2.204,2.528,0.1504,civhc_rbp_fy26
Day Surgery of Grand Junction,Outpatient,2021,Mesa,Urban,Grand Junction,0,1,1.0517,162,3.2289,3.2289,2.4991,0.5871,civhc_rbp_fy26
Delta Health,Outpatient,2023,Delta,Rural,West,0,0,4.1675,10198,2.9891,4.1675,2.8358,0.2116,civhc_rbp_fy26
Denver Diagnostic Ambulatory Surgery Center,Outpatient,2021,Arapahoe,Urban,Denver,0,1,1.3908,72,2.3417,2.5878,2.4991,0.0031,civhc_rbp_fy26
Denver Diagnostic Ambulatory Surgery Center,Outpatient,2024,Arapahoe,Urban,Denver,0,1,1.0693,76,2.4045,2.6401,2.524,0.0002,civhc_rbp_fy26
Denver Mid-Town Surgery Center,Outpatient,2021,Denver,Urban,Denver,0,1,1.5943,843,2.3417,1.9352,2.4991,0.2342,civhc_rbp_fy26
Denver Mid-Town Surgery Center,Outpatient,2022,Denver,Urban,Denver,0,1,1.6335,946,2.3542,1.8823,2.528,0.0007,civhc_rbp_fy26
Denver West Endoscopy Center,Outpatient,2024,Jefferson,Urban,Denver,0,1,2.0148,1382,2.4045,2.5063,2.524,1.4659,civhc_rbp_fy26
Dry Creek Surgery Center,Outpatient,2023,Arapahoe,Urban,Denver,0,1,1.2417,173,2.2485,2.4517,2.4647,0.2164,civhc_rbp_fy26
Durango Surgery Center,Outpatient,2022,La Plata,Rural,West,0,1,1.6922,49,2.8235,3.2928,2.7132,0.1266,civhc_rbp_fy26
Endoscopy Center of the Rockies - Longmont,Outpatient,2024,Boulder,Urban,Boulder,0,1,3.3635,599,2.2621,2.2621,2.524,1.8374,civhc_rbp_fy26
Estes Park Health,Inpatient/Outpatient Combined,2021,Larimer,Urban,Ft. Collins,1,0,1.6212,2278,2.9294,2.9294,2.2969,0.5851,civhc_rbp_fy26
Family Health West,Inpatient/Outpatient Combined,2021,Mesa,Urban,Grand Junction,1,0,1.7931,3875,3.152,3.152,2.2969,0.0477,civhc_rbp_fy26
Foothills Surgery Center,Outpatient,2021,Boulder,Urban,Boulder,0,1,1.9993,687,2.0417,2.0417,2.4991,1.0168,civhc_rbp_fy26
Foothills Surgery Center,Outpatient,2024,Boulder,Urban,Boulder,0,1,1.8085,514,2.2621,2.2621,2.524,0.6157,civhc_rbp_fy26
Golden Ridge Ambulatory Surgery Center,Outpatient,2023,Jefferson,Urban,Denver,0,1,1.6679,1265,2.2485,2.426,2.4647,0.0162,civhc_rbp_fy26
Grand River Hospital District,Inpatient,2022,Garfield,Rural,West,1,0,1.6456,42,1.6768,2.4884,1.6034,0.7268,civhc_rbp_fy26
Grand River Hospital District,Outpatient,2021,Garfield,Rural,West,1,0,1.589,10054,2.7793,3.0031,2.6902,0.0239,civhc_rbp_fy26
Grand River Hospital District,Outpatient,2024,Garfield,Rural,West,1,0,1.9121,9124,3.0338,3.2259,2.891,0.363,civhc_rbp_fy26
Grand Valley Surgical Center,Outpatient,2021,Mesa,Urban,Grand Junction,0,1,1.064,501,3.2289,3.2289,2.4991,0.0015,civhc_rbp_fy26
Gunnison Valley Hospital,Inpatient,2024,Gunnison,Rural,West,1,0,2.0164,89,1.5961,2.0164,1.5378,1.5137,civhc_rbp_fy26
Gunnison Valley Hospital,Inpatient/Outpatient Combined,2024,Gunnison,Rural,West,1,0,2.6321,7238,2.5642,2.6321,2.4831,0.2344,civhc_rbp_fy26
Gunnison Valley Hospital,Outpatient,2021,Gunnison,Rural,West,1,0,2.005,7728,2.7793,2.0322,2.6902,0.0361,civhc_rbp_fy26
Harmony Surgery Center,Outpatient,2021,Larimer,Urban,Ft. Collins,0,1,1.4265,3838,2.9767,2.9767,2.4991,0.8269,civhc_rbp_fy26
Harvard Park Surgery Center,Outpatient,2022,Denver,Urban,Denver,0,1,1.7331,577,2.3542,1.8823,2.528,0.0011,civhc_rbp_fy26
Healthone Ridge View Endoscopy Center - Lone Tree,Outpatient,2023,Douglas,Urban,Denver,0,1,3.0549,2381,2.2485,2.2354,2.4647,0.9229,civhc_rbp_fy26
Heart of the Rockies Regional Medical Center,Outpatient,2023,Chaffee,Rural,East,1,0,2.5137,8929,2.3176,2.5137,2.8358,0.0855,civhc_rbp_fy26
Insight Surgery Center,Outpatient,2023,Douglas,Urban,Denver,0,1,0.9618,306,2.2485,2.2354,2.4647,0.0016,civhc_rbp_fy26
Intermountain Health Platte Valley Hospital,Inpatient,2021,Adams,Urban,Denver,0,0,1.8682,320,1.8993,2.2662,1.9401,0.0015,civhc_rbp_fy26
Intermountain Health Platte Valley Hospital,Inpatient,2023,Adams,Urban,Denver,0,0,1.58,367,1.941,2.2969,1.9517,0.0314,civhc_rbp_fy26
Intermountain Health St. Mary's Medical Center,Outpatient,2022,Mesa,Urban,Grand Junction,0,0,3.7168,17777,3.2804,3.2804,2.528,0.0957,civhc_rbp_fy26
Intermountain Health St. Mary's Medical Center,Outpatient,2023,Mesa,Urban,Grand Junction,0,0,4.4551,23573,3.7218,3.7218,2.4647,0.0705,civhc_rbp_fy26
Keefe Memorial Hospital,Inpatient/Outpatient Combined,2024,Cheyenne,Rural,East,1,0,5.8128,1787,2.2207,5.8128,2.4831,0.0941,civhc_rbp_fy26
Lincoln Health,Inpatient/Outpatient Combined,2023,Lincoln,Rural,East,1,0,0.9825,1989,2.1433,0.9825,2.4878,0.223,civhc_rbp_fy26
Lincoln Surgery Center,Outpatient,2023,Douglas,Urban,Denver,0,1,1.8023,229,2.2485,2.2354,2.4647,0.0011,civhc_rbp_fy26
Lone Tree Surgery Center,Outpatient,2024,Douglas,Urban,Denver,0,1,1.1243,969,2.4045,2.3549,2.524,0.4845,civhc_rbp_fy26
Melissa Memorial Hospital,Inpatient/Outpatient Combined,2024,Phillips,Rural,East,1,0,1.3313,1471,2.2207,1.3003,2.4831,1.0917,civhc_rbp_fy26
Middle Park Health - Granby,Outpatient,2021,Grand,Rural,West,1,0,1.7724,882,2.7793,1.8037,2.6902,0.006,civhc_rbp_fy26
Middle Park Health - Granby,Outpatient,2024,Grand,Rural,West,1,0,1.9682,1145,3.0338,1.8849,2.891,0.0024,civhc_rbp_fy26
Middle Park Health - Kremmling,Inpatient/Outpatient Combined,2023,Grand,Rural,West,1,0,1.899,3385,2.5901,1.8937,2.4878,0.1579,civhc_rbp_fy26
Mile High Surgicenter,Outpatient,2024,Arapahoe,Urban,Denver,0,1,1.5681,477,2.4045,2.6401,2.524,0.4003,civhc_rbp_fy26
Milestone Surgical Center,Outpatient,2024,Douglas,Urban,Denver,0,1,1.0403,40,2.4045,2.3549,2.524,0.892,civhc_rbp_fy26
Montrose Regional Health,Inpatient/Outpatient Combined,2022,Montrose,Rural,West,0,0,3.8451,12085,2.3988,3.8451,2.3417,0.2989,civhc_rbp_fy26
Montrose Regional Health,Inpatient/Outpatient Combined,2024,Montrose,Rural,West,0,0,4.1208,13543,2.5642,4.1208,2.4831,0.4459,civhc_rbp_fy26
Mt. San Rafael Hospital,Outpatient,2021,Las Animas,Rural,East,1,0,2.9606,1804,2.3528,2.9606,2.6902,0.0061,civhc_rbp_fy26
Mt. San Rafael Hospital,Outpatient,2024,Las Animas,Rural,East,1,0,2.7448,1850,2.4156,2.7448,2.891,0.7055,civhc_rbp_fy26
National Jewish Health,Inpatient/Outpatient Combined,2022,Denver,Urban,Denver,0,0,2.5165,14120,2.284,1.9245,2.3666,0.2743,civhc_rbp_fy26
North Care Ambulatory Surgery Center,Outpatient,2023,El Paso,Urban,Colorado Springs,0,1,1.2676,231,2.5173,2.5332,2.4647,0.2638,civhc_rbp_fy26
North Suburban Spine Center,Outpatient,2023,Adams,Urban,Denver,0,1,1.5484,157,2.2485,2.9273,2.4647,0.0005,civhc_rbp_fy26
Novamed Surgery Center of Colorado Springs,Outpatient,2023,El Paso,Urban,Colorado Springs,0,1,1.1185,241,2.5173,2.5332,2.4647,0.4157,civhc_rbp_fy26
Orthopaedic and Spine Center of the Rockies - Fort Collins,Outpatient,2023,Larimer,Urban,Ft. Collins,0,1,2.3279,921,2.8627,2.8627,2.4647,0.1191,civhc_rbp_fy26
Orthopedic Center of Colorado at Iverness,Outpatient,2021,Arapahoe,Urban,Denver,0,1,1.4016,487,2.3417,2.5878,2.4991,0.2361,civhc_rbp_fy26
Park Meadows Outpatient Surgery,Outpatient,2024,Douglas,Urban,Denver,0,1,1.0844,76,2.4045,2.3549,2.524,0.9234,civhc_rbp_fy26
Park Ridge Surgery Center,Outpatient,2021,Douglas,Urban,Denver,0,1,2.5442,370,2.3417,2.2521,2.4991,0.0035,civhc_rbp_fy26
Park Ridge Surgery Center,Outpatient,2024,Douglas,Urban,Denver,0,1,2.0618,286,2.4045,2.3549,2.524,1.7986,civhc_rbp_fy26
Peak One Surgery Center,Outpatient,2023,Summit,Rural,West,0,1,4.1967,514,2.9891,4.8531,2.8358,0.7743,civhc_rbp_fy26
Pikes Peak Endoscopy and Surgery Center,Outpatient,2023,El Paso,Urban,Colorado Springs,0,1,1.1151,1728,2.5173,2.5332,2.4647,0.0022,civhc_rbp_fy26
Pioneers Medical Center,Inpatient,2021,Rio Blanco,Rural,West,1,0,1.9558,38,1.5537,1.8869,1.5263,0.725,civhc_rbp_fy26
Pioneers Medical Center,Inpatient/Outpatient Combined,2021,Rio Blanco,Rural,West,1,0,1.6992,2434,2.2831,1.3928,2.2483,1.3745,civhc_rbp_fy26
Pioneers Medical Center,Outpatient,2023,Rio Blanco,Rural,West,1,0,1.3498,2468,2.9891,1.1168,2.8358,0.2444,civhc_rbp_fy26
Presbyterian/St. Luke's Medical Center,Inpatient/Outpatient Combined,2022,Denver,Urban,Denver,0,0,2.7423,13414,2.284,1.9245,2.3666,0.0195,civhc_rbp_fy26
Presbyterian/St. Luke's Medical Center,Inpatient/Outpatient Combined,2024,Denver,Urban,Denver,0,0,2.9075,11755,2.3072,1.8564,2.3717,0.6246,civhc_rbp_fy26
Prowers Medical Center,Inpatient,2021,Prowers,Rural,East,1,0,1.4008,51,1.3842,1.4008,1.5263,0.0012,civhc_rbp_fy26
Prowers Medical Center,Outpatient,2023,Prowers,Rural,East,1,0,1.8436,3729,2.3176,1.8436,2.8358,0.0062,civhc_rbp_fy26
Research Surgical Center,Outpatient,2023,El Paso,Urban,Colorado Springs,0,1,1.2998,514,2.5173,2.5332,2.4647,0.1284,civhc_rbp_fy26
Rocky Mountain Endoscopy Center - Thornton,Outpatient,2024,Adams,Urban,Denver,0,1,2.7878,877,2.4045,3.0768,2.524,1.081,civhc_rbp_fy26
Rocky Mountain Laser and Surgery Center,Outpatient,2023,Pueblo,Urban,Pueblo,0,1,1.1549,214,3.4403,3.4403,2.4647,0.2,civhc_rbp_fy26
Rose Ambulatory Surgery Center,Outpatient,2021,Denver,Urban,Denver,0,1,2.0023,1803,2.3417,1.9352,2.4991,1.0719,civhc_rbp_fy26
Rose Medical Center,Inpatient,2022,Denver,Urban,Denver,0,0,1.6819,2441,2.0119,1.8302,1.99,0.0006,civhc_rbp_fy26
Rose Medical Center,Inpatient,2023,Denver,Urban,Denver,0,0,1.5164,2133,1.941,1.6885,1.9517,0.1659,civhc_rbp_fy26
STATEWIDE,Inpatient,2024,STATEWIDE,STATEWIDE,STATEWIDE,0,0,1.9116,38903,,,,,civhc_rbp_fy26
STATEWIDE,Outpatient,2023,STATEWIDE,STATEWIDE,STATEWIDE,0,0,2.5316,988659,,,,,civhc_rbp_fy26
San Luis Valley Health,Inpatient,2022,Alamosa,Rural,East,0,0,1.3318,115,1.2105,1.3318,1.6034,0.5698,civhc_rbp_fy26
San Luis Valley Health,Inpatient,2024,Alamosa,Rural,East,0,0,1.1747,89,1.2459,1.1747,1.5378,0.7978,civhc_rbp_fy26
San Luis Valley Health,Inpatient/Outpatient Combined,2024,Alamosa,Rural,East,0,0,2.2936,5741,2.2207,2.2936,2.4831,0.6131,civhc_rbp_fy26
San Luis Valley Health,Outpatient,2024,Alamosa,Rural,East,0,0,2.7121,5652,2.4156,2.7121,2.891,0.6131,civhc_rbp_fy26
San Luis Valley Health Conejos County Hospital,Outpatient,2024,Conejos,Rural,East,1,0,2.0213,737,2.4156,2.0213,2.891,0.0254,civhc_rbp_fy26
Sedgwick County Health Center,Inpatient/Outpatient Combined,2021,Sedgwick,Rural,East,1,0,1.3583,578,2.1124,1.3583,2.2483,0.0053,civhc_rbp_fy26
Sedgwick County Health Center,Inpatient/Outpatient Combined,2023,Sedgwick,Rural,East,1,0,1.1854,473,2.1433,1.1854,2.4878,0.0148,civhc_rbp_fy26
Sedgwick County Health Center,Outpatient,2023,Sedgwick,Rural,East,1,0,1.1754,472,2.3176,1.1754,2.8358,0.0148,civhc_rbp_fy26
Sky Ridge Medical Center,Inpatient,2024,Douglas,Urban,Denver,0,0,1.8188,3507,1.9574,1.8439,1.9367,0.8546,civhc_rbp_fy26
Sky Ridge Medical Center,Outpatient,2023,Douglas,Urban,Denver,0,0,2.6403,13123,2.2485,2.2354,2.4647,0.0386,civhc_rbp_fy26
South Denver Gastroenterology Castle Rock Endoscopy Center,Outpatient,2021,Douglas,Urban,Denver,0,1,2.2521,43,2.3417,2.2521,2.4991,0.0019,civhc_rbp_fy26
South Denver Gastroenterology Castle Rock Endoscopy Center,Outpatient,2024,Douglas,Urban,Denver,0,1,2.0852,766,2.4045,2.3549,2.524,1.7456,civhc_rbp_fy26
South Denver Musculoskeletal Surgical Partners,Outpatient,2021,Arapahoe,Urban,Denver,0,1,1.948,879,2.3417,2.5878,2.4991,0.3333,civhc_rbp_fy26
Southeast Colorado Hospital District,Outpatient,2024,Baca,Rural,East,1,0,2.0698,772,2.4156,2.0698,2.891,0.2527,civhc_rbp_fy26
Southwest Health System,Inpatient/Outpatient Combined,2022,Montezuma,Rural,West,1,0,1.8727,3409,2.3988,1.8727,2.3417,0.0041,civhc_rbp_fy26
Southwest Health System,Outpatient,2022,Montezuma,Rural,West,1,0,1.9628,3381,2.8235,1.9628,2.7132,0.0053,civhc_rbp_fy26
Spanish Peaks Regional Health Center,Inpatient/Outpatient Combined,2021,Huerfano,Rural,East,1,0,1.3338,1053,2.1124,1.3338,2.2483,0.0021,civhc_rbp_fy26
Spanish Peaks Regional Health Center,Inpatient/Outpatient Combined,2023,Huerfano,Rural,East,1,0,1.5287,935,2.1433,1.5287,2.4878,0.004,civhc_rbp_fy26
Spanish Peaks Regional Health Center,Outpatient,2023,Huerfano,Rural,East,1,0,1.4001,930,2.3176,1.4001,2.8358,0.004,civhc_rbp_fy26
St. Vincent Health,Inpatient/Outpatient Combined,2024,Lake,Rural,West,1,0,0.7543,805,2.5642,0.7543,2.4831,0.4571,civhc_rbp_fy26
Sterling Regional MedCenter,Inpatient/Outpatient Combined,2023,Logan,Rural,East,0,0,2.8472,3125,2.1433,2.8472,2.4878,0.2716,civhc_rbp_fy26
Sterling Regional MedCenter,Inpatient/Outpatient Combined,2024,Logan,Rural,East,0,0,2.4156,2870,2.2207,2.4156,2.4831,1.3417,civhc_rbp_fy26
Surgery Center of Northern Colorado,Outpatient,2022,Larimer,Urban,Ft. Collins,0,1,1.0016,899,2.9914,2.9914,2.528,0.0008,civhc_rbp_fy26
Swedish Medical Center,Inpatient/Outpatient Combined,2024,Arapahoe,Urban,Denver,0,0,2.7737,12448,2.3072,2.652,2.3717,1.2978,civhc_rbp_fy26
Swedish Medical Center,Outpatient,2022,Arapahoe,Urban,Denver,0,0,3.0511,11051,2.3542,2.5388,2.528,0.1207,civhc_rbp_fy26
Swedish Medical Center,Outpatient,2024,Arapahoe,Urban,Denver,0,0,3.1127,11109,2.4045,2.6401,2.524,0.8415,civhc_rbp_fy26
Telluride Medical Center,Inpatient/Outpatient Combined,2021,San Miguel,Rural,West,0,0,4.081,186,2.2831,4.081,2.2483,1.763,civhc_rbp_fy26
Telluride Medical Center,Inpatient/Outpatient Combined,2022,San Miguel,Rural,West,0,0,3.5569,215,2.3988,3.5569,2.3417,0.0107,civhc_rbp_fy26
Telluride Medical Center,Outpatient,2022,San Miguel,Rural,West,0,0,3.5569,215,2.8235,3.5569,2.7132,0.0107,civhc_rbp_fy26
Telluride Medical Center,Outpatient,2023,San Miguel,Rural,West,0,0,2.0463,53,2.9891,2.0463,2.8358,0.0166,civhc_rbp_fy26
The Orthopaedic and Spine Center of Southern Colorado,Outpatient,2021,El Paso,Urban,Colorado Springs,0,1,1.4528,726,2.5464,2.5524,2.4991,0.2107,civhc_rbp_fy26
UCHealth Ambulatory Surgery Center - Denver,Outpatient,2022,Denver,Urban,Denver,0,1,0.9294,1370,2.3542,1.8823,2.528,0.5652,civhc_rbp_fy26
UCHealth Ambulatory Surgery Center - Denver,Outpatient,2023,Denver,Urban,Denver,0,1,0.9583,1660,2.2485,1.722,2.4647,0.024,civhc_rbp_fy26
UCHealth Ambulatory Surgery Center - Denver,Outpatient,2024,Denver,Urban,Denver,0,1,1.135,1550,2.4045,1.9042,2.524,0.3361,civhc_rbp_fy26
UCHealth Ambulatory Surgery Center - Longmont,Outpatient,2021,Weld,Urban,Greeley,0,1,1.7801,690,3.048,3.048,2.4991,0.0015,civhc_rbp_fy26
UCHealth Broomfield Hospital,Inpatient,2023,Jefferson,Urban,Denver,0,0,1.185,49,1.941,2.169,1.9517,0.0001,civhc_rbp_fy26
UCHealth Grandview Hospital,Outpatient,2023,El Paso,Urban,Colorado Springs,0,0,2.7986,4261,2.5173,2.5332,2.4647,0.059,civhc_rbp_fy26
UCHealth Greeley  Hospital,Inpatient/Outpatient Combined,2021,Weld,Urban,Greeley,0,0,2.8846,12118,2.59,2.59,2.2969,0.072,civhc_rbp_fy26
UCHealth Greeley  Hospital,Outpatient,2022,Weld,Urban,Greeley,0,0,3.4701,11462,2.9279,2.9279,2.528,0.0958,civhc_rbp_fy26
UCHealth Highlands Ranch Hospital,Outpatient,2021,Douglas,Urban,Denver,0,0,2.8294,9733,2.3417,2.2521,2.4991,0.1764,civhc_rbp_fy26
UCHealth Longs Peak Hospital,Inpatient/Outpatient Combined,2022,Weld,Urban,Greeley,0,0,2.5319,15922,2.5344,2.5344,2.3666,0.0615,civhc_rbp_fy26
UCHealth Medical Center of the Rockies,Inpatient/Outpatient Combined,2021,Larimer,Urban,Ft. Collins,0,0,3.2763,35956,2.9294,2.9294,2.2969,0.9008,civhc_rbp_fy26
UCHealth Medical Center of the Rockies,Outpatient,2022,Larimer,Urban,Ft. Collins,0,0,3.732,23590,2.9914,2.9914,2.528,0.065,civhc_rbp_fy26
UCHealth Medical Center of the Rockies,Outpatient,2024,Larimer,Urban,Ft. Collins,0,0,3.2333,19896,2.7664,2.7664,2.524,1.6427,civhc_rbp_fy26
UCHealth Memorial Hospital,Inpatient,2022,El Paso,Urban,Colorado Springs,0,0,1.9262,1898,1.947,1.948,1.99,0.1575,civhc_rbp_fy26
UCHealth Memorial Hospital,Inpatient,2023,El Paso,Urban,Colorado Springs,0,0,1.9351,2243,1.9349,1.9349,1.9517,0.1711,civhc_rbp_fy26
UCHealth Memorial Hospital,Inpatient/Outpatient Combined,2022,El Paso,Urban,Colorado Springs,0,0,2.5677,57393,2.4589,2.4585,2.3666,0.1635,civhc_rbp_fy26
UCHealth Memorial Hospital,Outpatient,2022,El Paso,Urban,Colorado Springs,0,0,3.1266,55495,2.6399,2.6428,2.528,0.1671,civhc_rbp_fy26
UCHealth Parkview Medical Center,Inpatient,2023,Pueblo,Urban,Pueblo,0,0,1.7941,679,1.8114,1.8114,1.9517,0.0294,civhc_rbp_fy26
UCHealth Parkview Medical Center,Inpatient/Outpatient Combined,2023,Pueblo,Urban,Pueblo,0,0,2.7359,9989,2.9153,2.9153,2.3251,0.1072,civhc_rbp_fy26
